cutting_speed,feed_rate,depth_of_cut,material_hardness,tool_nose_radius,cutting_force_x,cutting_force_y,cutting_force_z,spindle_power,vibration_level,machining_time,surface_roughness,tool_wear,material_encoded,coolant_encoded,material_removal_rate,total_cutting_force,power_to_force_ratio,thermal_load,wear_intensity
212.36203565420874,0.1023411367471812,1.929989695708982,279.6513908155644,1.0560153998665445,152.4247603887976,210.46061391796607,776.9109078983793,2.661728793747418,1.8600646784425707,114.75437067209624,0.9218456913831583,0.028414136666279666,0,2,41.94518426544725,819.2176367741318,0.0032451494267007504,0.5652501449996232,11.046429092702137
385.21429192297484,0.09939575981439996,2.5135808232499657,184.47727242103326,1.2511565643011986,494.29129199479746,374.49794758130486,326.0526089524069,2.000213807438449,1.8721177192648482,94.02651627027981,5.634734288289173,0.03484474030454009,0,2,96.24165971484852,700.630357527539,0.002850808528990909,0.7705109455269596,13.303882918084133
319.59818254342156,0.23125091610420734,2.4004023244753974,324.478912670963,0.4600430037217081,301.9487702570318,690.8983220178324,434.85869299860053,7.8935804728936985,2.468821000741502,18.293063944998195,3.7834984220536603,0.016055060626576023,0,1,177.40742874104262,870.4111867980795,0.00905838781103779,2.522773972897068,25.602382517763022
279.597545259111,0.09990923996990123,0.8847497617344342,272.6232478138483,0.4832743779286505,363.03766611941165,664.8099752882156,541.1223127143144,21.61390956252591,1.604739708165536,69.1859963610822,5.621320707821008,0.20598894755387875,2,2,24.714934495833226,930.9038659181921,0.023193282432872005,6.04319605713467,12.232094865460883
146.80559213273096,0.1043899452257262,0.8731236743536848,181.44077671139084,1.363214995247103,103.28071286367626,537.3569951337038,395.4834063635029,19.644521349294173,2.2589084514061732,52.09901376049992,3.975441592086006,0.07101614271507749,1,2,13.38064451382586,675.1492950286122,0.029053526334687503,2.883925588847206,6.016946163975949
146.7983561008608,0.20187965248359274,1.1704359193622833,342.4676114962414,1.3708392394087987,162.7951910187063,288.55798164188576,350.1338458300255,9.826381629883711,0.23099274541486495,96.41759823094128,2.8705851895536307,0.18160986237765386,1,2,34.68657203666008,482.03909901975794,0.020342828665059636,1.442496669686626,1.1612855916326912
117.42508365045984,0.139947968490108,1.4026868158525931,253.6730926670641,0.6943656604708974,112.88329680395944,298.8247034555443,258.19777013028704,2.046259079945022,1.4589336275455564,10.136248893604677,3.6181040634498274,0.0317598169891165,0,2,23.05091619408284,410.7370577302191,0.004969820038121963,0.24028214363305722,4.345810816520254
359.85284373248055,0.20534211139103625,1.5211389535212065,164.579690374331,1.1382738433602444,225.5768218722754,186.80209623689979,1073.10256560893,14.758232041935724,2.3076352592852696,52.23321054567923,5.062268007221568,0.12728868187492523,1,1,112.40143356489183,1112.3529305220372,0.013255663713945383,5.310791768754383,13.6668474265615
280.3345035229627,0.06307323151287705,2.199243042083363,275.36658088301346,0.9318160901735916,177.86113889242932,745.2975716501368,488.94341796485367,7.47297584337187,0.7893861644276692,41.60177626450088,2.2936920729842054,0.25168529272408435,2,0,38.88614246245152,908.9382382796184,0.008212618756961691,2.0949329728907466,6.0936470567695595
312.42177333881364,0.14751423873467687,0.6417010804145885,200.63978140256205,1.1592352496842158,379.81501683375615,221.05206024761173,490.3206039335662,19.149005355496403,0.4717038491061021,21.236388226667607,5.760530313917553,0.08138492076140871,1,1,29.57385955205505,658.4358396942844,0.029038466220419435,5.982566210838626,2.9568395544807418
106.17534828874074,0.05672272003665653,0.586681760565166,310.73869037546046,1.4354551409190703,98.91904083266803,501.0206208259345,406.22813743015547,12.266042280800399,0.9412243842322247,48.56247326175078,3.06275358793155,0.053781203811439235,0,0,3.5333229098828585,652.5549316126828,0.018768188697671155,1.302351311288402,3.1053617206991313
